candidate_id	callee_spelling	prior_definition_id	source_root	source_path	source_sha256	source_line	linkage	disposition
"MVDM-FIRST-REBASELINED-006125"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000066"	"O:\repos.external\OpenNT"	"base/win32/client/datetime.c"	"554cec9e236885367b8c791f611b29556657327a840c374293161493431e3b36"	"368"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-006125"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000067"	"O:\repos.external\OpenNT-4.5"	"nt/private/nw/rdr/ipx.c"	"f04ce15b4cd282b8257844f54115c9f3370616f05005dd67cf10265f5fe369e8"	"1330"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-006125"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000068"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/datetime.c"	"554cec9e236885367b8c791f611b29556657327a840c374293161493431e3b36"	"368"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-006144"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000066"	"O:\repos.external\OpenNT"	"base/win32/client/datetime.c"	"554cec9e236885367b8c791f611b29556657327a840c374293161493431e3b36"	"368"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-006144"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000067"	"O:\repos.external\OpenNT-4.5"	"nt/private/nw/rdr/ipx.c"	"f04ce15b4cd282b8257844f54115c9f3370616f05005dd67cf10265f5fe369e8"	"1330"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-006144"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000068"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/datetime.c"	"554cec9e236885367b8c791f611b29556657327a840c374293161493431e3b36"	"368"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-006147"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000066"	"O:\repos.external\OpenNT"	"base/win32/client/datetime.c"	"554cec9e236885367b8c791f611b29556657327a840c374293161493431e3b36"	"368"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-006147"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000067"	"O:\repos.external\OpenNT-4.5"	"nt/private/nw/rdr/ipx.c"	"f04ce15b4cd282b8257844f54115c9f3370616f05005dd67cf10265f5fe369e8"	"1330"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-006147"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000068"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/datetime.c"	"554cec9e236885367b8c791f611b29556657327a840c374293161493431e3b36"	"368"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-006554"	"GetNextVDMCommand"	"MVDM-FIRST-DEFINITION-000054"	"O:\repos.external\OpenNT"	"base/win32/client/vdm.c"	"3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173"	"340"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-006554"	"GetNextVDMCommand"	"MVDM-FIRST-DEFINITION-000055"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/vdm.c"	"1e4de7f98a0756259986c1f62832dd84d42431de5a22c189d80c164155cc80ae"	"340"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-006725"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000066"	"O:\repos.external\OpenNT"	"base/win32/client/datetime.c"	"554cec9e236885367b8c791f611b29556657327a840c374293161493431e3b36"	"368"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-006725"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000067"	"O:\repos.external\OpenNT-4.5"	"nt/private/nw/rdr/ipx.c"	"f04ce15b4cd282b8257844f54115c9f3370616f05005dd67cf10265f5fe369e8"	"1330"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-006725"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000068"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/datetime.c"	"554cec9e236885367b8c791f611b29556657327a840c374293161493431e3b36"	"368"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-007061"	"ExitVDM"	"MVDM-FIRST-DEFINITION-000027"	"O:\repos.external\OpenNT"	"base/win32/client/vdm.c"	"3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173"	"731"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-007061"	"ExitVDM"	"MVDM-FIRST-DEFINITION-000028"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/vdm.c"	"1e4de7f98a0756259986c1f62832dd84d42431de5a22c189d80c164155cc80ae"	"731"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-007327"	"GetNextVDMCommand"	"MVDM-FIRST-DEFINITION-000054"	"O:\repos.external\OpenNT"	"base/win32/client/vdm.c"	"3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173"	"340"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-007327"	"GetNextVDMCommand"	"MVDM-FIRST-DEFINITION-000055"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/vdm.c"	"1e4de7f98a0756259986c1f62832dd84d42431de5a22c189d80c164155cc80ae"	"340"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-007457"	"ShowStartGlass"	"MVDM-FIRST-DEFINITION-000106"	"O:\repos.external\OpenNT-4.5"	"nt/private/ntos/w32/ntuser/client/client.c"	"787eda33785a87ce9e71202c97b5913e2857f7106fed5bb97103049b1d5e3472"	"2998"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-007457"	"ShowStartGlass"	"MVDM-FIRST-DEFINITION-000107"	"O:\repos.external\OpenNT"	"windows/core/ntuser/client/client.c"	"787eda33785a87ce9e71202c97b5913e2857f7106fed5bb97103049b1d5e3472"	"2998"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-007462"	"ExitVDM"	"MVDM-FIRST-DEFINITION-000027"	"O:\repos.external\OpenNT"	"base/win32/client/vdm.c"	"3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173"	"731"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-007462"	"ExitVDM"	"MVDM-FIRST-DEFINITION-000028"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/vdm.c"	"1e4de7f98a0756259986c1f62832dd84d42431de5a22c189d80c164155cc80ae"	"731"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-007463"	"ExitVDM"	"MVDM-FIRST-DEFINITION-000027"	"O:\repos.external\OpenNT"	"base/win32/client/vdm.c"	"3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173"	"731"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-007463"	"ExitVDM"	"MVDM-FIRST-DEFINITION-000028"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/vdm.c"	"1e4de7f98a0756259986c1f62832dd84d42431de5a22c189d80c164155cc80ae"	"731"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-007489"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000066"	"O:\repos.external\OpenNT"	"base/win32/client/datetime.c"	"554cec9e236885367b8c791f611b29556657327a840c374293161493431e3b36"	"368"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-007489"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000067"	"O:\repos.external\OpenNT-4.5"	"nt/private/nw/rdr/ipx.c"	"f04ce15b4cd282b8257844f54115c9f3370616f05005dd67cf10265f5fe369e8"	"1330"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-007489"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000068"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/datetime.c"	"554cec9e236885367b8c791f611b29556657327a840c374293161493431e3b36"	"368"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-007490"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000066"	"O:\repos.external\OpenNT"	"base/win32/client/datetime.c"	"554cec9e236885367b8c791f611b29556657327a840c374293161493431e3b36"	"368"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-007490"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000067"	"O:\repos.external\OpenNT-4.5"	"nt/private/nw/rdr/ipx.c"	"f04ce15b4cd282b8257844f54115c9f3370616f05005dd67cf10265f5fe369e8"	"1330"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-007490"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000068"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/datetime.c"	"554cec9e236885367b8c791f611b29556657327a840c374293161493431e3b36"	"368"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-007491"	"ExitVDM"	"MVDM-FIRST-DEFINITION-000027"	"O:\repos.external\OpenNT"	"base/win32/client/vdm.c"	"3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173"	"731"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-007491"	"ExitVDM"	"MVDM-FIRST-DEFINITION-000028"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/vdm.c"	"1e4de7f98a0756259986c1f62832dd84d42431de5a22c189d80c164155cc80ae"	"731"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-007492"	"ExitVDM"	"MVDM-FIRST-DEFINITION-000027"	"O:\repos.external\OpenNT"	"base/win32/client/vdm.c"	"3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173"	"731"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-007492"	"ExitVDM"	"MVDM-FIRST-DEFINITION-000028"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/vdm.c"	"1e4de7f98a0756259986c1f62832dd84d42431de5a22c189d80c164155cc80ae"	"731"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-008028"	"ExitVDM"	"MVDM-FIRST-DEFINITION-000027"	"O:\repos.external\OpenNT"	"base/win32/client/vdm.c"	"3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173"	"731"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-008028"	"ExitVDM"	"MVDM-FIRST-DEFINITION-000028"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/vdm.c"	"1e4de7f98a0756259986c1f62832dd84d42431de5a22c189d80c164155cc80ae"	"731"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-008029"	"ExitVDM"	"MVDM-FIRST-DEFINITION-000027"	"O:\repos.external\OpenNT"	"base/win32/client/vdm.c"	"3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173"	"731"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-008029"	"ExitVDM"	"MVDM-FIRST-DEFINITION-000028"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/vdm.c"	"1e4de7f98a0756259986c1f62832dd84d42431de5a22c189d80c164155cc80ae"	"731"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-008046"	"ExitVDM"	"MVDM-FIRST-DEFINITION-000027"	"O:\repos.external\OpenNT"	"base/win32/client/vdm.c"	"3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173"	"731"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-008046"	"ExitVDM"	"MVDM-FIRST-DEFINITION-000028"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/vdm.c"	"1e4de7f98a0756259986c1f62832dd84d42431de5a22c189d80c164155cc80ae"	"731"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-008047"	"ExitVDM"	"MVDM-FIRST-DEFINITION-000027"	"O:\repos.external\OpenNT"	"base/win32/client/vdm.c"	"3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173"	"731"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-008047"	"ExitVDM"	"MVDM-FIRST-DEFINITION-000028"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/vdm.c"	"1e4de7f98a0756259986c1f62832dd84d42431de5a22c189d80c164155cc80ae"	"731"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-008864"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000066"	"O:\repos.external\OpenNT"	"base/win32/client/datetime.c"	"554cec9e236885367b8c791f611b29556657327a840c374293161493431e3b36"	"368"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-008864"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000067"	"O:\repos.external\OpenNT-4.5"	"nt/private/nw/rdr/ipx.c"	"f04ce15b4cd282b8257844f54115c9f3370616f05005dd67cf10265f5fe369e8"	"1330"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-008864"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000068"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/datetime.c"	"554cec9e236885367b8c791f611b29556657327a840c374293161493431e3b36"	"368"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-008961"	"GetLanmanSessionKey"	"MVDM-FIRST-DEFINITION-000052"	"O:\repos.external\OpenNT"	"ds/netapi/rpcxlate/rxapi/rxuser.c"	"d2c1d9ce3028995ad41d689fc3673ede68880eb40e542a92d9864536f614612a"	"2176"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-008961"	"GetLanmanSessionKey"	"MVDM-FIRST-DEFINITION-000053"	"O:\repos.external\OpenNT-4.5"	"nt/private/net/rpcxlate/rxapi/rxuser.c"	"d2c1d9ce3028995ad41d689fc3673ede68880eb40e542a92d9864536f614612a"	"2176"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-009160"	"GetLanmanSessionKey"	"MVDM-FIRST-DEFINITION-000052"	"O:\repos.external\OpenNT"	"ds/netapi/rpcxlate/rxapi/rxuser.c"	"d2c1d9ce3028995ad41d689fc3673ede68880eb40e542a92d9864536f614612a"	"2176"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-009160"	"GetLanmanSessionKey"	"MVDM-FIRST-DEFINITION-000053"	"O:\repos.external\OpenNT-4.5"	"nt/private/net/rpcxlate/rxapi/rxuser.c"	"d2c1d9ce3028995ad41d689fc3673ede68880eb40e542a92d9864536f614612a"	"2176"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-009227"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000066"	"O:\repos.external\OpenNT"	"base/win32/client/datetime.c"	"554cec9e236885367b8c791f611b29556657327a840c374293161493431e3b36"	"368"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-009227"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000067"	"O:\repos.external\OpenNT-4.5"	"nt/private/nw/rdr/ipx.c"	"f04ce15b4cd282b8257844f54115c9f3370616f05005dd67cf10265f5fe369e8"	"1330"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-009227"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000068"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/datetime.c"	"554cec9e236885367b8c791f611b29556657327a840c374293161493431e3b36"	"368"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-009228"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000066"	"O:\repos.external\OpenNT"	"base/win32/client/datetime.c"	"554cec9e236885367b8c791f611b29556657327a840c374293161493431e3b36"	"368"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-009228"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000067"	"O:\repos.external\OpenNT-4.5"	"nt/private/nw/rdr/ipx.c"	"f04ce15b4cd282b8257844f54115c9f3370616f05005dd67cf10265f5fe369e8"	"1330"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-009228"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000068"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/datetime.c"	"554cec9e236885367b8c791f611b29556657327a840c374293161493431e3b36"	"368"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-010396"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000066"	"O:\repos.external\OpenNT"	"base/win32/client/datetime.c"	"554cec9e236885367b8c791f611b29556657327a840c374293161493431e3b36"	"368"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-010396"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000067"	"O:\repos.external\OpenNT-4.5"	"nt/private/nw/rdr/ipx.c"	"f04ce15b4cd282b8257844f54115c9f3370616f05005dd67cf10265f5fe369e8"	"1330"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-010396"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000068"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/datetime.c"	"554cec9e236885367b8c791f611b29556657327a840c374293161493431e3b36"	"368"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
