candidate_id	callee_spelling	prior_definition_id	source_root	source_path	source_sha256	source_line	linkage	disposition
"MVDM-FIRST-REBASELINED-027518"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000066"	"O:\repos.external\OpenNT"	"base/win32/client/datetime.c"	"554cec9e236885367b8c791f611b29556657327a840c374293161493431e3b36"	"368"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-027518"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000067"	"O:\repos.external\OpenNT-4.5"	"nt/private/nw/rdr/ipx.c"	"f04ce15b4cd282b8257844f54115c9f3370616f05005dd67cf10265f5fe369e8"	"1330"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-027518"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000068"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/datetime.c"	"554cec9e236885367b8c791f611b29556657327a840c374293161493431e3b36"	"368"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-027519"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000066"	"O:\repos.external\OpenNT"	"base/win32/client/datetime.c"	"554cec9e236885367b8c791f611b29556657327a840c374293161493431e3b36"	"368"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-027519"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000067"	"O:\repos.external\OpenNT-4.5"	"nt/private/nw/rdr/ipx.c"	"f04ce15b4cd282b8257844f54115c9f3370616f05005dd67cf10265f5fe369e8"	"1330"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-027519"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000068"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/datetime.c"	"554cec9e236885367b8c791f611b29556657327a840c374293161493431e3b36"	"368"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-027520"	"ExitVDM"	"MVDM-FIRST-DEFINITION-000027"	"O:\repos.external\OpenNT"	"base/win32/client/vdm.c"	"3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173"	"731"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-027520"	"ExitVDM"	"MVDM-FIRST-DEFINITION-000028"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/vdm.c"	"1e4de7f98a0756259986c1f62832dd84d42431de5a22c189d80c164155cc80ae"	"731"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-027521"	"ExitVDM"	"MVDM-FIRST-DEFINITION-000027"	"O:\repos.external\OpenNT"	"base/win32/client/vdm.c"	"3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173"	"731"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-027521"	"ExitVDM"	"MVDM-FIRST-DEFINITION-000028"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/vdm.c"	"1e4de7f98a0756259986c1f62832dd84d42431de5a22c189d80c164155cc80ae"	"731"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-028345"	"ExitVDM"	"MVDM-FIRST-DEFINITION-000027"	"O:\repos.external\OpenNT"	"base/win32/client/vdm.c"	"3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173"	"731"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-028345"	"ExitVDM"	"MVDM-FIRST-DEFINITION-000028"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/vdm.c"	"1e4de7f98a0756259986c1f62832dd84d42431de5a22c189d80c164155cc80ae"	"731"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-028346"	"ExitVDM"	"MVDM-FIRST-DEFINITION-000027"	"O:\repos.external\OpenNT"	"base/win32/client/vdm.c"	"3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173"	"731"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-028346"	"ExitVDM"	"MVDM-FIRST-DEFINITION-000028"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/vdm.c"	"1e4de7f98a0756259986c1f62832dd84d42431de5a22c189d80c164155cc80ae"	"731"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-028385"	"ExitVDM"	"MVDM-FIRST-DEFINITION-000027"	"O:\repos.external\OpenNT"	"base/win32/client/vdm.c"	"3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173"	"731"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-028385"	"ExitVDM"	"MVDM-FIRST-DEFINITION-000028"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/vdm.c"	"1e4de7f98a0756259986c1f62832dd84d42431de5a22c189d80c164155cc80ae"	"731"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-028386"	"ExitVDM"	"MVDM-FIRST-DEFINITION-000027"	"O:\repos.external\OpenNT"	"base/win32/client/vdm.c"	"3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173"	"731"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-028386"	"ExitVDM"	"MVDM-FIRST-DEFINITION-000028"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/vdm.c"	"1e4de7f98a0756259986c1f62832dd84d42431de5a22c189d80c164155cc80ae"	"731"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-029572"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000066"	"O:\repos.external\OpenNT"	"base/win32/client/datetime.c"	"554cec9e236885367b8c791f611b29556657327a840c374293161493431e3b36"	"368"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-029572"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000067"	"O:\repos.external\OpenNT-4.5"	"nt/private/nw/rdr/ipx.c"	"f04ce15b4cd282b8257844f54115c9f3370616f05005dd67cf10265f5fe369e8"	"1330"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-029572"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000068"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/datetime.c"	"554cec9e236885367b8c791f611b29556657327a840c374293161493431e3b36"	"368"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-029775"	"GetLanmanSessionKey"	"MVDM-FIRST-DEFINITION-000052"	"O:\repos.external\OpenNT"	"ds/netapi/rpcxlate/rxapi/rxuser.c"	"d2c1d9ce3028995ad41d689fc3673ede68880eb40e542a92d9864536f614612a"	"2176"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-029775"	"GetLanmanSessionKey"	"MVDM-FIRST-DEFINITION-000053"	"O:\repos.external\OpenNT-4.5"	"nt/private/net/rpcxlate/rxapi/rxuser.c"	"d2c1d9ce3028995ad41d689fc3673ede68880eb40e542a92d9864536f614612a"	"2176"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-029975"	"GetLanmanSessionKey"	"MVDM-FIRST-DEFINITION-000052"	"O:\repos.external\OpenNT"	"ds/netapi/rpcxlate/rxapi/rxuser.c"	"d2c1d9ce3028995ad41d689fc3673ede68880eb40e542a92d9864536f614612a"	"2176"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-029975"	"GetLanmanSessionKey"	"MVDM-FIRST-DEFINITION-000053"	"O:\repos.external\OpenNT-4.5"	"nt/private/net/rpcxlate/rxapi/rxuser.c"	"d2c1d9ce3028995ad41d689fc3673ede68880eb40e542a92d9864536f614612a"	"2176"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
